word,label
gasken,positive
ci gaban,positive
bulbul,positive
taemakeki,positive
farin jini,positive
kharain,positive
sakarcin,negative
kangararre,negative
koyama,positive
harbewa,negative
zafin,negative
yakawomana,positive
muhuta,positive
alkayri,positive
musifah,negative
hankaline,positive
maadallah,positive
hakkin,positive
birgeta,positive
tafisu,positive
iliminki,positive
kusanci,positive
aurena,positive
waje,negative
tattalla,negative
kokarima,positive
kashiga,positive
hakuri,positive
tsareka,positive
munyafe,positive
muhimmaci,positive
munafirci,negative
lpia,positive
nunawar,positive
muguwar,negative
bikin,positive
yimusu,positive
maqaryacin,negative
rainawa,negative
nagode,positive
yasakawa,positive
azallumai,negative
sakarci,negative
taurin kai,negative
uwatta,negative
kinkoma,positive
rokonka,positive
kaqi,negative
dubi,positive
madallah,positive
sheki,positive
yatsani,negative
cututtukan,negative
karama,positive
gogarman,positive
ma sha allah,positive
masha allahu,positive
watsa,negative
rahmar,positive
albarkacin,positive
jankwarzo,positive
yasanta,positive
warke,positive
sa a,positive
munana,negative
jinya,negative
in sha aallah,positive
marowata,negative
rabin raina,positive
kinsamu,positive
baaso,negative
arziqi,positive
fargabarmu,negative
mugode,positive
maigirma,positive
adace,positive
gskya,positive
bayajin,negative
kwarin gwiwa,positive
mashaa allah,positive
kwarewa,positive
maqaryaci,negative
rainin wayon,negative
ataimaka,positive
jagaliya,negative
shiryi,positive
alfarmar,positive
shegiyaa,negative
saɓa,negative
araina,negative
albarkar,positive
famada,negative
dan asara,negative
mai tar,negative
hanaku,negative
gazawar,negative
cuwa cuwa,negative
nishadantar,positive
busan,negative
maganinta,positive
kafi,positive
babakere,negative
qatuwa,negative
kaunarka,positive
sakayawa,positive
cigaban,positive
gagararsa,negative
qarfafa,positive
turowa,positive
zaman makoki,negative
kauna,positive
kyautata,positive
fiyayyen,positive
munyii,positive
tsiyarki,negative
tamuce,positive
yaxo,positive
iyawarka,positive
rabe,negative
wawaye,negative
hofi,negative
yataya,positive
ja zamanin,positive
kinbi,positive
ta gari,positive
wahalan,negative
jarabce,negative
anaso,positive
kayaye,positive
qaryar,negative
murmushi,positive
gskiya,positive
baraayi,negative
mutuncinki,positive
yaudara,negative
barawan,negative
sawaka,positive
garan bawul,negative
garkuwar,positive
babban,positive
kawar,positive
kinason,positive
inayinka,positive
brk,positive
laifinshi,negative
cin uban,negative
mugunta,negative
miyagun,negative
tsiyar,negative
tobon hankali,negative
azurtamu,positive
tabaji,negative
yaisa,positive
gudunmawa,positive
kugama,positive
qara,positive
barasa,negative
tallafi,positive
tsine,negative
yataimako,positive
kidore,positive
tsirara,negative
nadamar,negative
arna,negative
ganganci,negative
kurakurai,negative
kurakurenki,negative
ibadu,positive
kutumar ubar,negative
mahassada,negative
masifu,negative
kishiya,negative
sukafi,positive
fadawa,negative
taba,negative
kulawa,positive
iyawaa,positive
tayar,positive
darajiar,positive
qazantace,negative
mufikarfin,positive
alfaharina,positive
yakaresu,positive
bura uba,negative
kisa,negative
yanci,positive
dameku,negative
jikanshi,positive
samo,positive
koma bayan,negative
ɓarauniyar,negative
ci baya,negative
mahaukatan,negative
zabar,positive
sawa,positive
kyeu,positive
kirkiri,positive
uwar me,negative
shaawar,positive
lugudensu,negative
tafito,positive
hambarar,negative
juriya,positive
daukakaku,positive
tariga,positive
imaninsu,positive
laanannen,negative
dubasa,positive
jajirtattun,positive
kyakykyawan,positive
abinyi,positive
karyarshi,negative
zuria,positive
bariki,negative
yaudaremu,negative
albarkaci,positive
shagalinku,positive
murde,negative
arzikinsu,positive
rawa,positive
yabiya,positive
kwadayi,negative
naso,positive
tabarbarewar,negative
wofii,negative
gafartawa,positive
chutar,negative
yataimaka,positive
cikawa,positive
yar iskace,negative
albarkah,positive
gskia,positive
birgewa,positive
zataci,positive
gwanina,positive
goyan bayanka,positive
nutsuwa,positive
koro,negative
janye,negative
bin doka,positive
kyau tatawa,positive
kunki,negative
mtwssss,negative
hakali,positive
tsuliyar dodo,negative
ladan,positive
huta,positive
fahimtarka,positive
makiyi,negative
karanta,positive
mahaukaci,negative
anrufe,negative
sunki,negative
walaha,negative
jaxakallah,positive
yabamu,positive
sadaka,positive
yajiqansu,positive
burgeki,positive
kihuta,positive
uzzurawa,negative
yayewa,positive
daniska,negative
amarya,positive
yaturomin,positive
dan bindiga,negative
inganta,positive
nasarar,positive
tsinemaku,negative
ƙaryar,negative
hidima,positive
uwar babanku,negative
dana sanin,negative
hege,negative
ilimi,positive
hankali,positive
tsurku,negative
anshiga uku,negative
gagari,negative
masoyi,positive
gurfanar,negative
martaba,positive
anfika,positive
lalache,negative
cutan,negative
sanqame,negative
kasaci,negative
lusari,negative
taimaka,positive
ashuka,positive
mitswww,negative
cin hanchi,negative
fitintinu,negative
sani,positive
hanaka,negative
mugani,positive
santa,positive
yakoma,negative
zagii,negative
rashawa,negative
karban,positive
kurakuraisa,negative
gaskiyane,positive
kyautar,positive
barauniya,negative
dason,positive
daureshi,negative
kubutar,positive
cecekuce,negative
acigaba,positive
dabamasa,negative
almutsutsai,negative
gudanarda,positive
shaqe ki,negative
karyan banza,negative
amfanar,positive
arziki,positive
hadiye,negative
kasheshi,negative
shan wiwi,negative
yaqara,positive
hadin gwiwar,positive
shagalin,positive
dadin gaske,positive
najasa,negative
mutunta,positive
matsoraci,negative
biyyayya,positive
maganinku,positive
yatsari,positive
sunzo,positive
anobar,negative
sheke,negative
mutuwace,negative
alfarman,positive
wadan,negative
mutuwa,negative
daria,positive
matsoracin,negative
kiyayya,negative
cika,positive
cetosu,positive
mayun,negative
jairar,negative
tsige,negative
kyawu,positive
kulaki,positive
lallace,negative
soyayar,positive
gafartamasa,positive
sabbin,positive
bulalar,negative
taaddanchin,negative
bakason,negative
munafurcin,negative
adduoin,positive
yaci gaba,positive
qanqantar,negative
kwalliya,positive
jin jina,positive
lfya,positive
yasaki,positive
matsa,negative
sawwake,positive
rada,negative
kwantowa,negative
mungaji,negative
halatta,positive
lamari,negative
alhmdlhh,positive
kindamemu,negative
tsauri,negative
rahamshesu,positive
rabamu,positive
tsohuwar,negative
darajan,positive
shirin,positive
kwanciyar hankali,positive
wawane,negative
gyara,positive
akoshi,positive
karata,negative
katobara,negative
tausayawa,positive
shiryamu,positive
karu,positive
basira,positive
kama,negative
mundawo,positive
fara,positive
kahada,positive
takaita,positive
aci,positive
isar,positive
gashi,negative
maula,negative
bulalai,negative
zalunci,negative
kamunda,negative
ayyuka,positive
cinhanci,negative
daukaka,positive
yakeson,positive
datse,negative
auranta,positive
gallazawa,negative
addabar,negative
yadatar,positive
sumbata,positive
ngd,positive
ajalinsa,negative
yanayin,positive
barazana,negative
uwar gulma,negative
yaƙara,positive
yaudarar,negative
magungunan,positive
nunama,positive
rabauta,positive
lfy,positive
kacutar,negative
yabaka,positive
maganinsu,positive
sonsu,positive
kashemu,negative
wariyar,negative
nisan tamu,positive
asacemu,negative
karramawa,positive
auri,positive
addua,positive
shegu,negative
fasaharka,positive
isheku,negative
talautasu,negative
wuya,negative
insha allah,positive
matsalarmu,negative
tozarce,negative
qazanta,negative
mashaya,negative
insayamaki,positive
karfinka,positive
daukih,positive
gigita,negative
kaunarki,positive
tashigo,positive
kareku,positive
sherrin,negative
farin chiki,positive
ranka yadade,positive
maitatsine,negative
munshiga uku,negative
fatammu,positive
alqawarin,positive
kunsan,positive
limami,positive
nafarko,positive
cuceni,negative
takaicine,negative
rahamah,positive
washewa,positive
aduaa,positive
zaɓan,positive
duwawun,negative
qunci,negative
mtschew,negative
yan taadda,negative
kyakkyawar,positive
takabar,negative
yan uwanki,positive
gimbiya,positive
nagartar,positive
yafisu,positive
kutse,negative
baqauya,negative
tsegumi,negative
akashe,negative
katsaremu,positive
kwayaa,negative
baida,negative
dayafi,positive
watsarwa,negative
jikansa,positive
yunwarmu,negative
matsalarda,negative
ci gaba,positive
damemu,negative
baxamu,negative
al farmar,positive
lashe️,positive
uban waye,negative
tabbatar,positive
muguntar,negative
gatanka,positive
annoban,negative
munapikan,negative
bani,positive
