word,label
yọ̀ ṣẹ̀ṣẹ̀,positive
sorí àgbà kodò,negative
ayé le,negative
rerr,negative
ẹwà,positive
ifagagbaga,positive
ọlọ́ṣa,negative
lóminú,negative
egbe okunkun,negative
ìwà rere,positive
wurà,positive
ẹlẹ́bọèpè,negative
ebora,negative
esè,positive
alafia,positive
ojurere,positive
alabukun,positive
só síni lẹ́nu,negative
omi dànù,negative
wèrè,negative
gbógun,negative
jegudujẹra,negative
ìdánilọlá,positive
kabiosi,positive
asiwerey,negative
orun apadi,negative
arikose,positive
larun,negative
duro,positive
fo ori e danu,negative
àrékérekè,negative
pírí lolongo ń jí,positive
iji,negative
lẹ̀rọ̀,positive
ìgbàgbọ́dayọ̀,positive
gún,positive
ajínigbé,negative
ìpayínkeke,negative
oníbúọrẹ,positive
ijà,negative
yá,negative
apẹranjayé,negative
àpamọ́wọ́,positive
kóyán mi kéré,negative
láì jáfara,positive
alakatakiti,negative
ọ̀jẹ̀lú,negative
ìràwọ̀,positive
ìbà,positive
modupẹ,positive
aláwàdà,positive
o gun,negative
rólówó,positive
dara dara,positive
gbàgbé,negative
ojú gbà mí tì,negative
ajé,positive
bóńfò,negative
ojú ayé,negative
ayé,positive
búburú,negative
wumi,positive
sanwó,positive
ifipa bani lo pò,negative
o ṣeun,positive
wájú,positive
lọ́dún,positive
ewun,negative
àmúṣagbára,positive
funwase,positive
dara,positive
àgbákò,negative
okanbale,positive
mi ò gbà,negative
fẹ́ràn,positive
ri mabo,negative
àfiṣe,negative
forisole,negative
wo,positive
ràrìnfẹsẹ̀sí,negative
ajige,positive
játijàti,negative
aiye le,negative
ta,positive
iroju,negative
aláálẹ̀,positive
ìhalẹ̀,negative
àkàndá,positive
tako leko,positive
àjàjà ṣẹ́gun,positive
amuni buni,negative
rewa,positive
da orí ìṣe kodò,negative
ajílẹ̀,positive
ẹṣin,negative
mọ́,positive
posika,positive
alai nironueje,negative
egungun,negative
òfìfo,negative
yè,positive
olà,positive
gbéni ṣánlẹ̀,negative
sakọ,positive
àyànfẹ́,positive
sangba fo,positive
wolimo,positive
tútù,positive
òfò,negative
erin,positive
inu mi se dun,positive
àkúfà,negative
esin,negative
jade laye,negative
àtẹ̀yìntọ̀,negative
rógo,negative
kúkú,negative
kóre,positive
édùmarè,positive
àsàsí,negative
ìdẹra,positive
fadaka,positive
mólè dání,negative
ajàfẹ́tọ̀ọ́,positive
àìnítẹ̀ẹ́lọ́rùn,negative
ariwo,negative
iwa jegudu jera,negative
agídí ọkàn,negative
àṣírí,positive
sinwon wale aiye,negative
opolopo,positive
iṣẹ́ abẹ,negative
irawo,positive
ronu jinle,positive
àbíkú,negative
kí,positive
àpèmọ́ra,positive
èèdì,negative
ogbontarigi,positive
gba,positive
rójú,positive
tarà ẹ́ní nikan,negative
ọ̀run àpáàdì,negative
alafiya,positive
ó kẹ́ran,negative
túnṣe,positive
lebi,negative
ìtesíwájú,positive
dàgbà sókè,positive
kọ̀yìn,negative
imo,positive
kòrónà,negative
ndun,positive
àjekún,negative
gberaga,negative
ìṣítí,positive
mú wa nígànán,negative
àyípadà,positive
aṣore,positive
opolo yin ti daru,negative
ololufe,positive
lókè,positive
jáfira,negative
láabi,negative
àtúnkọ,positive
ọ̀fẹ̀,positive
ko ni san,negative
mure,positive
àjànàkú,positive
ààtàn,negative
arijo,positive
dáná,negative
ajíṣọpẹ́,positive
so sini lenu,negative
owoire,positive
ànú,positive
ya pẹ́rẹpẹ̀rẹ,negative
wúre,positive
ori ire,positive
nse,negative
jera,negative
dẹkun,positive
okanjua,negative
dópin,negative
ìgbàlà,positive
àìfinipeni,negative
gún régé,positive
alanu,positive
jẹ̀gbẹ̀,negative
atogbojule,positive
ajuwaase,positive
gbadun,positive
àgbéláruge,positive
alayo,positive
àpónlé,positive
ìwà ìbájẹ́,negative
alákẹdun,positive
iṣẹ́ ribiribi,positive
eeṣin,negative
oloriburuku,negative
rúdurùdu,negative
oluwa,positive
asala,negative
abo,positive
àmúlùmálà,negative
gboron,positive
tan ni pa,negative
jẹun yó,positive
mílíọ̀nù,positive
èké,negative
oògùn olóró,negative
ahoro,negative
bu ẹnu àtẹ́,negative
lápa,positive
owó tabua,positive
ibigiga,positive
jí ọmọ gbé,negative
ìyà,negative
lànà,positive
aseye,positive
ibi,negative
okunrun,negative
ìkánjú,negative
àbùṣe,positive
ikú dóró,positive
àìsìnmi,negative
tura,positive
run igbe,negative
yangan,positive
làlùyọ,positive
ẹni ègbé,negative
adẹ́mìí légbodò,negative
yẹ,positive
gbèmí,positive
fòfinde,negative
feranmi,positive
àlé,negative
mekunu,negative
ẹhọ̀nnà,negative
ìgbágó,negative
ajípọjọ́ikúdà,positive
ẹ̀rọ̀ pẹ̀sẹ̀,positive
alájẹk,negative
àjà ṣẹ́gun,positive
aláìsàn,negative
òtútù,negative
jire,positive
agídí,negative
iroyin,positive
radarada,negative
ṣebi,negative
ṣàduà,positive
adua,positive
ade,positive
elaja,positive
ọ̀darànmọràn,negative
ìmò,positive
ọgbọ̀n,positive
onigbeseonijekujeoninakuna,negative
nkan mi lominu,negative
olowo,positive
fólódùmarè,positive
tẹ̀rín,positive
láṣẹ́,positive
fọwọ́ páwú,positive
alagbara,positive
orí ọmọ míì á ti dọ́ta,negative
alufansa,negative
leke,positive
orí bíbẹ́,negative
san,positive
rubo,positive
lejú koko,negative
kó rọ̀,positive
láàmú,negative
ferìgì jobì,positive
rúgbó,negative
olójúkòkòrò,negative
àjọyọ̀,positive
gbàrọgùdù,negative
pa ènìyàn,negative
polio,negative
ẹni ibi,negative
epe,negative
ọmọ òrukan,negative
gbólóhùn asọ̀,negative
daa,positive
èèpà,negative
anjonu,negative
gbó,positive
balẹ̀,positive
daraki,positive
lùpa,negative
layerere,positive
ẹ̀ṣẹ́,positive
tètè là,positive
àrìnmabọ̀,negative
géle,negative
fowo wewo,positive
fọ́jú,negative
olulana,positive
aláìbìkítà,negative
ọmọ ènìyàn ò fọhùn bí ènìyàn,negative
ọ̀nà ẹ̀bùrú,negative
òlè,negative
tina bole,negative
onibuore,positive
waire,positive
yeye,negative
ogboju,negative
wura iyebiye,positive
ọ̀pọ̀,positive
fọ́lọ́run,positive
e se,positive
tẹ ojú òfin,negative
ara ò rokùn,negative
baálẹ̀ọrọ̀,positive
towó,positive
rona gbegba,positive
tu wa lara,positive
danu,negative
á bálú jẹ́,negative
fọwọ́ ṣosùn,positive
olofofo,negative
ara galatia,negative
layẹyẹ,positive
ọ̀run àrìnmabọ̀,negative
ìdíwọ́,negative
de ònà,positive
ńdààmú,negative
aráibí,negative
iṣẹ́ takuntakun,positive
kuta,negative
odaru,negative
tage,positive
fore,positive
ọ̀wọ̀ rere,positive
àìṣedédé,negative
ndolosi,negative
olóyin,positive
ran igun yin,negative
ewé ńlá,positive
rù,negative
á ṣe,positive
kájé,positive
lokun,positive
kaaro oji re,negative
si rin,negative
jalè,negative
jamba,negative
ibon,negative
jẹjẹ,positive
àkìtàn,negative
ródoròdo,negative
olódì mi,negative
dọlọ́mọ,positive
raaraa,positive
jere,positive
pọ̀,positive
suti,negative
isimi,positive
ayęyę,positive
dògbó,positive
alásàsí,negative
esun,negative
ojumare,positive
òdú,positive
ẹ̀sín,negative
dogbon,positive
àìgbọràn,negative
mẹ̀kúnnù,negative
áṣẹ,positive
ise akoni,positive
níbi,negative
koburu,positive
tú ọ̀yọ́ilé,negative
ẹ kú ọdún,positive
onímẹ̀ẹ́lẹ́,negative
dáàbò,positive
aláriwo,negative
aralíle,positive
ìfọ̀rọ̀jomitoro,positive
lọ́yàyà,positive
okelegbigbe,negative
àjẹ ìwẹ̀hìn,negative
agbanilagbatan,positive
òótọ́,positive
irú,negative
àdáwọ́lé,positive
olohunse,positive
inú ń bí,negative
oògún,negative
pa ayé run,negative
omi ìṣanwó,negative
dẹ́rù,negative
eranko,negative
seku,negative
jìgá,negative
alo koloun kigbe,negative
ola,positive
foyin,positive
oogun,positive
ibòji,positive
àṣìgbà,negative
opépúpò,positive
aseyege,positive
omo ale,negative
ko ni da,negative
ò fẹ́ kákú,positive
logun,negative
ọmọlúàb,positive
ìtara,negative
daaru,negative
fọ,negative
dana si ile,negative
falẹ̀ ya,negative
yaso,positive
àjórẹ̀hìn,negative
a ku odun,positive
kú,negative
òṣùbà,positive
lakínkanjú,positive
ò gbọdọ̀ ṣojo,positive
aruge,positive
alaseju,negative
atenuje,negative
ija,negative
gbemi soke,positive
júbàà,positive
yoke,negative
òlòrūn,positive
iná,negative
tooto,positive
arindin,negative
ẹlẹṣẹ,negative
kọ́ni,positive
so gbon,positive
ologun,negative
wulo,positive
lewu,negative
enu,negative
aláìmọ̀kan,negative
simi,positive
àbò,positive
aísáyà,negative
dede,positive
ìgbégaà,positive
ileke,positive
kabamo,negative
ibà,negative
ọ̀pọ̀lọ́,positive
a ò níí rí ìdààmú,positive
irin boro,negative
yege,positive
yahoo,negative
ajinde ara,positive
alaaye,positive
subu,negative
àṣe,positive
korikosun,positive
keresi,negative
ajodun,positive
mẹ́kúnnù,negative
ẹkún apọkọjẹ,negative
otẹ̀,negative
àmú yọn gàn,positive
gbere,positive
ràrìn fẹsẹ̀,negative
paruku,negative
eleyi o da,negative
àtàjèrè,positive
ìlọsíwájú,positive
yabo,positive
ọpẹ́lọpẹ́,positive
pa èèyàn,negative
omi ò,negative
jáfáfá,positive
giga,positive
ànọ́bì,positive
ojume re,positive
emabinu,positive
yèyé,positive
ẹ̀kọ́,positive
àsetì,negative
isinmin,positive
ọwọ́ epo,positive
jehofah,positive
iwajuiwaju,positive
í rẹ,positive
àjó rẹ́yìn,negative
kò tó,negative
lásìgbo,negative
tiju,positive
ibòoji,positive
ò fẹ́ kálà,negative
oshi,negative
gbolẹ̀,negative
olupamo,positive
kẹ́sẹjárí,positive
oshii,negative
ọlọ́yàyà,positive
ìgbòkègbodò,negative
fáàrí ẹ̀ṣẹ́,negative
jọ̀tá,negative
àìbìkítà,negative
ituju,negative
ni ira,positive
ọ̀kánjúà,negative
dara po,positive
ọwọ́,positive
iranse okunkun,negative
ntèdùmàrè,positive
ìyè,positive
sooto,positive
dẹlẹ̀,positive
se amodun,positive
àjíkì,positive
ifokan bale,positive
aifarabale,negative
ọ̀wọ̀,positive
àfòyà ibi,positive
ire kìrìbìtì,positive
farada,positive
eégún,negative
igbadun,positive
alàìmore,negative
irorun,positive
oòjíire,positive
bintin lopolo re,negative
nǹkan ṣe,negative
looto,positive
bára wọn sùn,negative
takiti,negative
kágbọ́n,positive
gbìnyànjú,positive
àìláròjinlẹ̀,negative
dojuru,negative
ìjọ̀gbọ́n,negative
kú gbì,negative
aláìjẹ̀bi,positive
iléayé wá le koko,negative
eléebi,negative
ogo,positive
náwónáwó,positive
ofo,negative
òye,positive
ẹ̀rín,positive
ṣòro,negative
omo iran kiran,negative
èéfín,negative
afárá,negative
iṣoro,negative
ilu oba,positive
asedanu,negative
áwọ̀,negative
nla,positive
alọni lọwọ gba,negative
oju rere,positive
akoni,positive
sise sise,positive
é se,positive
mùsùlùmì,positive
rọrùn,positive
orun alakeji,negative
ńyọ̀,positive
akitan,negative
sáfẹ́fẹ́,positive
yọrí,positive
bí ẹlẹ́mọ̀ṣọ́ nínú,negative
àitọ́,negative
látìmọ́lé,negative
iyawo,positive
àìtètè,negative
foju tenbelu,negative
ibukun,positive
jẹjẹrẹ èjìká,negative
ládé orí,positive
ọ̀mùtígbàgbéìṣẹ́,negative
aye le,negative
nife,positive
asegi ta,negative
coronavirus,negative
ìfàsṣhìn,negative
pariwo,negative
yẹ mí,positive
adaniloro,negative
bàsèjẹ́,negative
èèmọ̀,negative
ọdún á yabo,positive
ijongbo,negative
àtàn,negative
for,positive
òṣìkà,negative
á ṣẹ,positive
ẹ̀ẹ́kẹ́ èébú,negative
sòro,negative
lolúwa,positive
ajinigbe,negative
ńbẹ,positive
ibëru,negative
totọ,positive
àṣeyọrí,positive
rọ́jú,positive
kori,positive
eda,positive
feran,positive
tutù,positive
yá ni lẹ́nu,negative
arungun,negative
yankolu,negative
dana sun,negative
inudidun,positive
oba,positive
inú bi,negative
rakatiya,negative
sàánú,positive
omo alatakiti,negative
ipá,negative
bùkún,positive
léwu,negative
àlayọ̀,positive
iṣẹ́ rẹpẹtẹ,positive
àáké,negative
daajumose,positive
eledua,positive
òrìṣà òkè,positive
ṣeré,positive
ojumo ire,positive
idi remi,negative
ńfẹ́,positive
agbebon,negative
àṣìtẹ̀,negative
àríyá,positive
lu,negative
kìrìbìtì,positive
amùṣùà,positive
inú dídùn,positive
épo gbígbóná,negative
òṣìṣẹ́,positive
oôdun,positive
feni,positive
ìpolówó,positive
olugbala,positive
atoku maku,negative
ìtànná ipadò,positive
hó ruru,negative
ṣàfarawé,negative
iran kiran,negative
àdáwọ́léè,positive
adúrú,positive
oju ti mi,negative
ìrànlọ́wọ́ọ̀,positive
jáde láyé,negative
ase,positive
laruge,positive
àìkú,positive
àgùtàn,positive
bombu,negative
eleduwa,positive
gbeni,positive
eku ò ké bí eku,negative
kíbà,positive
fibinu,negative
pa,negative
ise takun takun,positive
ewúro,positive
la,positive
lápá,positive
fowo osi juwe ile,positive
kọ̀yìn sí tia,negative
eṣinṣin,positive
aanu,positive
ọmọ ìyá,positive
imu danrin,negative
rẹwà,positive
lájé,positive
afẹ́rẹ́,positive
àjíkí,positive
dani,negative
ẹyẹ ò ké bí ẹyẹ,negative
ayélujára,positive
ẹṣin ò kọkú,negative
imo toto,positive
òwón gógó,negative
aseti,negative
fi owo osi ju we,negative
dana,negative
fokanbale,positive
ìyá,negative
ojú tì yín,negative
ganpa,negative
ẹ̀san,negative
bójú weyín,negative
bínú,negative
kainkain,negative
agbọ́n,negative
ìbi,negative
olùgbàlà,positive
ohun meremere,positive
da inu ru,negative
làákàyè,positive
ailopin,positive
eledumare,positive
jẹ̀b,negative
kan gógó,negative
aṣaralóore,positive
olórí ire,positive
kìnínní,negative
ku,negative
eleduaa,positive
dáada,positive
láìpànìyàn,negative
ndeni giga,positive
bọ́ lọ́wọ́ èèyàn,negative
wọ̀bìà,negative
aginjù,negative
aya abo,positive
fọ́mọlúàbí,positive
lotito,positive
ọlọ́gbọ́n,positive
pọ́n,positive
towo towo,positive
ireákárí,positive
lola,positive
ohun àṣírí,negative
ríbi,negative
aajiirebi,positive
olólá,positive
kayefi,negative
ètekéte,negative
ṣèkà,negative
ìmoore,positive
beru,negative
gbewa,positive
alátakò,negative
ọ̀pẹ̀ẹ́,positive
parowa,positive
afurasí,negative
òkúìgbẹ́,negative
yọ jọ̀tá lọ,positive
síwájú,positive
pampe ofin,negative
faaji,positive
alákatakìtì,negative
oriire,positive
mòlúmọ̀ọ́ká,positive
isokan,positive
sàmóndún,positive
maku,negative
tówó,positive
dukiya,positive
àsọjù,negative
ẹ káre,positive
alákọ̀wé,positive
lopo,negative
gbeyawo,positive
kòókòó,negative
ẹlẹ́nu maàrímàsọ,negative
iku,negative
ìbẹ̀rùbojo,negative
laruje,positive
dìde,positive
ọmọìta,negative
ìsinm,positive
fi ikan gbakan,negative
fọ́wọ́ agbára,negative
ìràwọ̀ òwúrò,positive
ṣàtẹnujẹ,negative
ori,positive
apesin,positive
asetani,negative
bale oro,positive
doríkodò,negative
ibaje,negative
pẹ̀lẹ̀,positive
lẹ́wọ̀n,negative
ìṣọ́,positive
egbò,negative
anfani,positive
ìlera,positive
alápatà,negative
da n saki,positive
ńgbáni,negative
ja iwe,negative
lákáláká,negative
ise de torutoru,negative
kilo,positive
idaabobo,positive
àlááfià,positive
orunmila,positive
igbelaruge,positive
ndolos,negative
yìn,positive
tó ómó ré,positive
beeni kori,positive
soonu,negative
ruburubu,positive
tòrutòru,negative
jẹjẹrẹ,negative
sá kiri,negative
àfaradà,positive
daju,negative
iwa ojelu,negative
ọlá rẹ̀hìn,negative
tòótọ́,positive
lòfẹ́,positive
jàgùdà,negative
àdùfẹ́,positive
opc,negative
fowo osi,negative
aalafia,positive
mope,positive
elédùmarè,positive
bíntín,negative
lanu,positive
orí fífọ́,negative
pani,negative
ẹ̀tànjẹ,negative
lasan,negative
shakara,negative
aami,positive
baálẹ̀ ọrọ̀,positive
ríbá,positive
gbara wa sílẹ̀,positive
dada,positive
ire kàbìtì,positive
ọlọ́mọ,positive
iṣẹ́oníṣẹ́,negative
wawa,positive
pa ọ̀nà,positive
alarun opolo,negative
ṣàngó,positive
alákìísa,negative
ìtìjú,negative
ìsinmi,positive
kọjá,positive
ipalemo,positive
àmójúkúrò,positive
tọkàntọkàn,negative
òsìkà,negative
o,negative
abàlújẹ́,negative
ohun àlùmọ́ọ́nì,positive
gbàbọ̀dè,negative
ìmọ̀lẹ̀,positive
ṣàkùṣákù,negative
aisan,negative
gboromi di eleru,negative
gbéná karí,negative
ọ̀tọ̀kùlú,positive
aferi,positive
igba ope,positive
jẹbẹtẹ,negative
efi ake kori,negative
giran,negative
nise de torutoru,negative
lámọ̀dún,positive
tobi,positive
dará ìlú láàmú,negative
eso pele,positive
ìjìyà,negative
gbayaaláya,positive
túfọ̀ ikúu rẹ̀,negative
ọ́dún,positive
dáràndáràn,negative
olugbafo,negative
jìn,negative
àmín àṣẹ,positive
yíyẹ,positive
ìkùnsínú,negative
ìwà pálapàla,negative
oloshelu,negative
láyọ̀,positive
ni wọ́n ń ṣe ara wọn,negative
bara jẹ́,negative
towotowo,positive
magun,negative
bẹ ẹ̀rù,positive
fimi lokan bale,positive
àtẹ̀wá,positive
ògbólógbòó,negative
fi imu danrin,negative
táwọ́ ná,negative
péye,positive
oshe,positive
emi asika,positive
lowo,positive
bùn,positive
kore,positive
àpésìn,positive
se,positive
gbatoju,positive
otun,negative
iná alẹ́,positive
odùduwà,positive
warofu,negative
oye,positive
ògùn,negative
dup,positive
ìmúniláàárẹ̀,negative
wàhálà,negative
ọmọ́gọ̀,negative
paro,negative
ṣẹ́gun,positive
lu pa,negative
ìlàjú,positive
ìkórìíra,negative
fẹ́ni,positive
rojú,negative
sejo,negative
ata jere oja,positive
òbẹ́nìkanjà fọwọ́ gún gbogbo ilé nímú,negative
gbón,positive
jiyon,negative
mẹ́nu mọ́,negative
ìtànná,positive
jìyà,negative
àgbàyà,negative
òṣùpà,positive
pe lowo eni,positive
gbà fúnun yín,positive
gbagbe,negative
kere oko,positive
adigunjalè,negative
orin,positive
ikú òjijì,negative
dárí ji,positive
ba araye fowo tii,negative
wúlò,positive
ajeku,negative
àdúrà,positive
ohun tó yẹ,positive
lára yá,positive
lere,positive
fọgba yángan,negative
akónilẹ́rú,negative
eré e géle,negative
àbùùbùtán,positive
igbalode,positive
káàárọ̀oòjíire,positive
oniranu,negative
fakoyo,positive
ọdún tuntun,positive
rere,positive
ẹkun,negative
ete,negative
fope,positive
ìwúrí,positive
oòduà,positive
ìfé,positive
dágbére,positive
arawa ya,positive
ge,negative
aníbiníran,positive
emi,positive
ìwàlẹ̀àsà,negative
gàba,negative
sunwọ̀n,positive
ṣọra,positive
iṣẹ́ ribi ribi,positive
karo,positive
tẹ ojú òfin mọ́lẹ̀,negative
tiwantiwa,positive
nsope,positive
ṣetíkunkun,negative
sope,positive
ogun idile,negative
ẹjọ́ ẹlẹ́jọ́,negative
puro,negative
asiwere,negative
oríburúkú,negative
afẹ́fẹ́,positive
ọlọ́rọ̀,positive
olè,negative
larug,positive
ọ̀ràn,negative
lókè lókèe,positive
buru,negative
laaruge,positive
aigbo,negative
igba iponju,negative
dìí lókùn,negative
alajẹẹn bẹku,negative
ayabo,positive
gbàbòdè,positive
ìmọ̀ràn,positive
ọlọ́un,positive
tàràkà,negative
kodun,negative
ìgbàlódé,positive
pẹ́,positive
ẹ̀yẹ,positive
ṣáyó,positive
àsè yí sàmóndún,positive
aseyori,positive
ayẹyẹ,positive
irọ́,negative
saare omo,negative
oludande,positive
tó,positive
ẹlẹ́dàá,positive
doju ti wa,negative
gbìyànjú,positive
abanilọ́kànjẹ́,negative
ẹni gíga,positive
aku odun,positive
àìjẹun,negative
moire,positive
bẹ́ oríi,negative
aṣeni,negative
adọgbadelẹ,positive
ọjọ́àìkú,positive
ebi,negative
ìrọ̀rùn,positive
èkísà,negative
olóògbé,negative
ṣàngbà fọ́,negative
lewon,negative
obe,negative
pasan,negative
ibí,negative
ìfọnáfọnṣú,negative
ja,negative
kíkan,negative
ọlọhun,positive
ifè,positive
aanfani,positive
ọ̀rẹ́,positive
orisa,positive
dẹrun,positive
ese,negative
àṣoṣùmoṣù,positive
ojú ti,negative
ẹdun arinlẹ̀,negative
pekoro,negative
oògùn ìlera,positive
fara pa yánnayànna,negative
ìlú ọba,positive
pokunso,negative
digbolugi,negative
idabobo,positive
ko derun,negative
lerin,positive
asewo,negative
sàn,positive
pupó,positive
dádé,positive
suwa,negative
eje alaise,negative
fe,positive
oku igbe,negative
alálùbáríkà,positive
daada,positive
ake kori,negative
ohun tí ò yẹ,negative
foju di e,negative
nikú òjijì,negative
púpọ̀,positive
kiku,negative
padanu,negative
elegan,negative
ja no,negative
jáná,negative
èjìgbàrà ìlèkè,positive
tọ́,positive
somo,positive
wọ́mọ,positive
njayé,positive
fọ̀wọ̀,positive
pàdánù,negative
yan,positive
ayederu,negative
ṣépé,negative
ẹnu lẹbọ,negative
ika,negative
ńṣekúṣe,negative
àìgbàgbé,positive
àrìnnà kore,positive
omi ishanwo,negative
juba,positive
ìfura,positive
pe,negative
laaye,positive
fota,negative
jí sówó,positive
kàyéfì,negative
kàgbákò,negative
ajíríre,positive
ikúu,negative
rúbọ,positive
inú ma ńbí,negative
sọra,positive
ṣoore,positive
ngbere,positive
ohun kan,positive
buruku,negative
bale,positive
ṣofo,negative
iro kabitkabiti,negative
ebun,positive
kaleluya,positive
lómi nú,negative
ọ̀tún,positive
le,negative
larugę,positive
jii re,positive
alaini,negative
bólóògùn ìkà,negative
wahala,negative
iyinati,positive
ọ̀tá,negative
yánnayànna,negative
layo,positive
anu,positive
ayewo,positive
pa ipò dà,negative
fẹ́ṣẹ̀ fẹẹ,positive
kilọ,positive
ràn yín lówó,positive
ìyanu,positive
kó wa lọ́bẹ̀,negative
iwaju,positive
àsákú,negative
imotara eni nikan,negative
isoro,negative
ṣẹja,negative
fìyà jẹ,negative
afefe,positive
paayan,negative
fi enu wa rofu,negative
ọlájú,positive
sile ejo,negative
esan,negative
mi owon,positive
amona orun malo,negative
forí ṣọ́pọ́n‍️,negative
ṣàgbèrè,negative
baninu jè,negative
àìmète,negative
ìṣẹ́gu,positive
ìríra,negative
aṣètọ́júara,positive
ìrẹ́pọ̀,positive
se o,positive
ku die kaato,negative
siwin,negative
fárígá,negative
alọkólóhunkígbe,negative
kùmọ̀,negative
gbegede bá gbiná,negative
láárí,positive
dún mọ̀huru mọ̀huru,negative
fara,positive
omiran,positive
ìtàkùn,negative
yípadà,positive
olùmọ̀nà,positive
oran,negative
ipanilaya,negative
akótilétà,negative
ere,positive
ìfọ̀rọ̀jomitoroọ̀rọ̀,positive
olólùfẹ́ẹ,positive
sàdánkátà,positive
ìyà jíjẹ,negative
muyin,positive
ęlęsan,negative
igbo,negative
ojo ibi,positive
dàgbà,positive
ṣe lásán,negative
wówó,positive
fìmò sòkan,positive
omo tuntun,positive
gọbọi,positive
dakin,positive
maduro,positive
jìnnà,negative
àìsí ináa,negative
àtakò,negative
ìfẹ́kúfẹ̀ẹ́,negative
lóró,negative
ìyànjú,positive
ladua,positive
a dupe,positive
te wa lowo,positive
atare,positive
iwa jibiti,negative
samodun,positive
alo rami rami,negative
lọdún,positive
ro,negative
akúṣẹ̀ẹ́,negative
fọwọ́ bojú,negative
gbé yín ga,positive
alarun,negative
bojì,negative
koni dafun,negative
ìgbéraga,negative
ọ̀dẹ̀,negative
edunmare,positive
onífèrè,positive
yari o,negative
tòotòo,positive
buyo si,positive
àmín,positive
ise takuntakun,positive
àtẹnujẹ,negative
eke,negative
sán,negative
kírà,positive
kanke,positive
òkò,negative
amulumala,negative
ṣòṣìmóṣì,negative
ńbẹ̀rù,negative
ejo,negative
adùn,positive
àìní,negative
fi owo osi juwe ile,negative
bẹ̀,positive
ologbon,positive
fi idi remi,negative
ọ̀sẹ̀,positive
jebi,negative
oojelu,negative
alájẹkì,negative
rẹ,negative
dákun,positive
ládùúrà,positive
lọpẹ́,positive
gọ̀ dànìdànì,negative
itakun,negative
àdábá,negative
ba ibadan ję,negative
fo,negative
títúká,negative
ẹ ṣọ́ra yín,negative
kodunkopokope,positive
fipa,negative
agba ofifo,negative
ko,positive
iwode,negative
omo àlè,negative
se opo re,positive
gbéra,positive
ailera,negative
borí,positive
jalẹ̀,negative
kọlu,negative
tán,negative
eṣinkéṣin,negative
wàláhì,positive
edua,positive
laye,positive
ọjọ́ ìbí,positive
olododo,positive
yibon,negative
oosa,positive
nlupa,negative
adagba ma danu,negative
opo,positive
ihoho,negative
tera mose,positive
egbani,positive
elduda,positive
owo osi juwe,negative
gé wa jẹ,negative
gungi kọjá ewé,negative
ìṣòwò,positive
yára,negative
olólùfẹ́,positive
onígbèsè,negative
lọpọlọpọ,positive
láìrò,positive
àfòyàibi,positive
lábùkù,negative
yá gágá,positive
arọ,negative
alùfànṣá,negative
ọtí lílé,negative
olóríire,positive
kérè oko,positive
ràbàtá,positive
asúré,positive
fẹ̀,positive
ju sewon,negative
saara,positive
parakoyi,positive
payan,negative
ìgbélárugẹ,positive
ntáwọ́ na,negative
ajegudujera,negative
yotomi,positive
níyì,positive
àtunbọ̀tán,negative
oke,positive
èdùmàrè,positive
jona,negative
aburú,negative
apọ́nbéporẹ́,positive
oloro,negative
wẹ́rẹ́,positive
satani,negative
ọ̀gbàgbàtíígbaráìlárá,positive
sú,negative
láṣe,positive
ẹlẹ́jọ́ wẹ́wẹ́,negative
ìjàm̀bá,negative
gbẹ́rù dórí,positive
onírè,positive
múre,positive
ako sara,positive
adaba,negative
àìmèrò,negative
jáfara,negative
otútù,negative
ayajo ololufe,positive
omiarindin,negative
asunu,negative
mabo,negative
wọ̀nbílíkí,negative
ireoooo,positive
o ni pare,positive
enu ete,negative
tipa,negative
oke agba,positive
àgbájọwọ́,positive
niwaju,positive
àlááfíà,positive
jàgídíjàgọn,negative
ru,negative
agberò,negative
olosi,negative
orun,positive
igbinyanju,positive
tọ̀yà tọ̀yà,positive
ifasẹyin,negative
allahu rabi,positive
ẹlẹ́bọasasi,negative
aoro,negative
ìfẹ̀,positive
se jeje,positive
fedumare,positive
olosa,negative
mo dúpẹ́,positive
òṣùpá,positive
àgbàìná,negative
tòrò,positive
gbewudani,negative
àmójúbà,positive
ire gbogbo,positive
ẹja,positive
mòṣì,negative
pàkàlàmàgbò,negative
osuwon,negative
obun,negative
iyì,positive
olóore,positive
dùn ún wò,positive
aseni,negative
wáṣebí,negative
alaafin,positive
apọkọjẹ,negative
sanmi,positive
aasidi,negative
rije,positive
ikú,negative
ma she afani,negative
imí,negative
emi ase opo e,positive
epo robi,positive
amo wa lori,positive
kẹ́ẹ pẹ́,positive
ori e pe,positive
òrófó,negative
yo,positive
fipá bá arúgbó lájọṣepọ̀,negative
fólú ọ̀run,positive
omigbóná,negative
lófò,negative
sọnù,negative
wa rofu,negative
ṣú mi,negative
lorun,positive
idoti,negative
àdó,negative
jegudu,negative
ajuwa se,positive
ku lojiji,negative
àṣejù,negative
irẹ,positive
roke,positive
o ni arinrin,positive
àdúrà ó gbà,positive
ẹhànnà,negative
aìkú báàlẹ̀ ọrọ̀,positive
dùn ún,negative
fara ká sá,negative
àjíire,positive
ẹ̀dùnun ọkànan,negative
bẹ́kùnbẹ́kùn,negative
ọpẹ́ẹ̀,positive
ìforítì,positive
laalaa,negative
òtá,negative
ṣèbà,positive
ìnilára,negative
ṣu,negative
dìṣẹ́,negative
èrò ẹ̀yìn,negative
